Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD
2179,22-Dec-15,Industrybuying,Online Marketplace for Industrial Goods,,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,
2180,22-Dec-15,Zapr,Reward points mobile app,,Gurgaon,Dinesh Agarwal,Seed Funding,
2181,22-Dec-15,LatestOne,Mobile accessories online store,,Hyderabad,Palred Technologies Ltd,Private Equity,3000000.0
2182,22-Dec-15,PlanetGogo,Content Discovery & reward points platform,,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,
2183,22-Dec-15,Arya.ai,Artificial Intelligence platform,,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,750000.0
2184,22-Dec-15,Doctor Insta,Medical Consultation & Doctor appointment booking platform,,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,500000.0
2185,22-Dec-15,MobieFit,Mobile Fitness App,,Goa,Medi Assist,Private Equity,1000000.0
2186,23-Dec-15,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",,Mumbai,Vectr Ventures,Private Equity,
2187,23-Dec-15,Mech Mocha,Mobile Game development & Design platform,,Bangalore,"Blume Ventures, Flipkart",Seed Funding,1000000.0
2188,23-Dec-15,Shotang.com,B2B eCommerce Marketplace,,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,5000000.0
2189,23-Dec-15,CityFurnish,Furniture and appliances rental platform,,Gurgaon,Jitendra Gupta,Seed Funding,
2190,24-Dec-15,Black White Orange,B2B Merchandize platform,,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,303000.0
2191,24-Dec-15,Kolabro,Real Estate focused Tech platform,,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed Funding,
2192,24-Dec-15,Canvera,Photographer Online search & booking platform,,Bangalore,Info Edge (India) Ltd,Private Equity,2200000.0
2193,28-Dec-15,Town Essentials,Grocery Delivery platform,,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,1000000.0
2194,28-Dec-15,Bumper,Mobile Car Servicing appointment app,,Bangalore,SAIF Partners,Seed Funding,500000.0
2195,29-Dec-15,Hotify,New Curation Mobile App,,Bangalore,Mahavir Pratap Sharma,Seed Funding,150000.0
2196,29-Dec-15,MobiKwik,Mobile Wallet,,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,6600000.0
2197,30-Dec-15,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,Yuvraj Singh,Seed Funding,
2198,02-Nov-15,Twigly,Online Food Ordering & Delivery platform,,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0
2199,02-Nov-15,CityFlo,Bus Aggregation and rental mobile app,,Mumbai,IDG Ventures,Seed Funding,750000.0
2200,03-Nov-15,Findyahan,hyperlocal online Services platform,,Noida,Times Group Brand Capital,Private Equity,
2201,03-Nov-15,Sabse,WiFi first Cloud communication platform,,Mumbai,Ratan Tata,Private Equity,
2202,03-Nov-15,Pokkt,Alternate Mobile Monetization platform,,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000.0
2203,03-Nov-15,oibanit,Online Food Ordering Marketplace,,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000.0
2204,03-Nov-15,Stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,Riqueza Capital,Seed Funding,385000.0
2205,03-Nov-15,LoanBaba,Online Loans Marketplace,,Mumbai,,Seed Funding,320000.0
2206,03-Nov-15,Deyor Rooms,Budget Hotels Aggregator,,New Delhi,Dheeraj Jain & Others,Seed Funding,500000.0
2207,03-Nov-15,Bidgely,Efficient Energy Management platform,,Kochi,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000.0
2208,04-Nov-15,Shirsa Labs,Digital Intelligent learning platform,,Mumbai,ah! Ventures,Seed Funding,250000.0
2209,04-Nov-15,Paytunes,Voice Call incentivization mobile app,,New Delhi,CIO Angel Network,Seed Funding,
2210,04-Nov-15,YourDOST,Online Counselling and psychological support platform,,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000.0
2211,05-Nov-15,BookMyBai,Domestic Help Aggregation platform,,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0
2212,05-Nov-15,MyIndianStay,Home Stay & room rentals platform,,Goa,Undisclosed investors,Seed Funding,200000.0
2213,05-Nov-15,Bobble,Selfie Mobile App,,New Delhi,SAIF Partners & others,Private Equity,
2214,06-Nov-15,RepUp,Online Reputation Management Platform,,Gurgaon,Indian Angel Network,Seed Funding,
2215,06-Nov-15,Satvacart,Online Grocery platform,,Gurgaon,Undisclosed HNIs,Private Equity,1800000.0
2216,06-Nov-15,POPxo.com,Online content platform for women,,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000.0
2217,06-Nov-15,SparesHub,Online Vehicle Spare Parts etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000.0
2218,06-Nov-15,Explara,Event Ticketing platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000.0
2219,06-Nov-15,Soothe Healthcare,affordable Personal Healthcare Products,,Noida,Saina Nehwal,Seed Funding,
2220,06-Nov-15,Yuvi Hospitality,Premium dining Lounges & restaurants,,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.0
2221,09-Nov-15,AppVirality,Mobile Growth Hacking Platform,,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0
2222,09-Nov-15,iStar Skill Development,Skill Training Startup,,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000.0
2223,09-Nov-15,BigStylist.com,Beauty and Wellness Marketplace,,Mumbai,Info Edge,Private Equity,1000000.0
2224,09-Nov-15,Zilingo,Marketplace App for Bangkok,,Bangalore,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000.0
2225,09-Nov-15,Didi,On-demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0
2226,09-Nov-15,Skoov.com,eCommerce Product Search Engine,,Mumbai,undisclosed investor,Seed Funding,150000.0
2227,10-Nov-15,Chefs Basket,Ready to cook packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000.0
2228,11-Nov-15,Gingercrush,Product Customization Platform,,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,
2229,11-Nov-15,Delight Foods,Branded Food products online sales,,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0
2230,11-Nov-15,6Degree,Talent platform for Fashion professionals,,Goa,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,
2231,11-Nov-15,RenewBuy,Auto Insurance Online platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0
2232,11-Nov-15,Grab,Hyperlocal Logistics Service Provider,,Mumbai,Sixth Sense Ventures,Seed Funding,
2233,12-Nov-15,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed Funding,250000.0
2234,13-Nov-15,Flashdoor,On Demand Laundry Service platform,,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,
2235,16-Nov-15,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,,Gurgaon,Kalaari Capital,Private Equity,3700000.0
2236,16-Nov-15,Absentia,Virtual Reality Headset creator,,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000.0
2237,16-Nov-15,Renowala,Home Improvement Service platform,,Hyderabad,Logtally,Seed Funding,
2238,16-Nov-15,TaskBucks,mobile-only tasks marketplace,,New Delhi,Times Internet,Private Equity,15000000.0
2239,17-Nov-15,CraftsVilla,Women Ethnic  Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000.0
2240,17-Nov-15,Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,600000.0
2241,17-Nov-15,StyleTag,Designer fashion Jewellery Marketplace,,Bangalore,Jitu Virwani,Seed Funding,7500000.0
2242,17-Nov-15,Smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000.0
2243,17-Nov-15,BiBox,Kids Tool kit for Innovation platform,,Bangalore,Ravi Krishnamurthy,Seed Funding,530000.0
2244,17-Nov-15,Convegenius,Mobile Learning Solutions,,Kanpur,Enablers platform,Seed Funding,300000.0
2245,18-Nov-15,Ola,Car Aggregator & Retail Mobile App,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000.0
2246,18-Nov-15,Goodbox,conversational commerce mobile app,,Bangalore,Nexus Venture Partners,Private Equity,2500000.0
2247,18-Nov-15,ScoopWhoop,Viral Content web Platform,,New Delhi,Kalaari Capital,Private Equity,4000000.0
2248,18-Nov-15,Hipship,Express local delivery platform,,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,
2249,18-Nov-15,Pickrr,On-Demand Local Logistics provider,,New Delhi,Palaash Ventures,Seed Funding,
2250,18-Nov-15,Truelancer,Curated Freelancer Marketplace,,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,
2251,19-Nov-15,AHA Taxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed Funding,
2252,19-Nov-15,UrbanClap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000.0
2253,19-Nov-15,SenseGiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.0
2254,19-Nov-15,PlaceofOrigin,Online Gourmet Food Marketplace,,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,
2255,19-Nov-15,Fourseven,Online Jewellery etailer,,New Delhi,Indian Angel Network,Seed Funding,455000.0
2256,20-Nov-15,MindTickle,Sales & Productivity Software,,Nagpur,New Enterprise Associates,Private Equity,12500000.0
2257,20-Nov-15,Shopsense,ecommerce related software product platform,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,
2258,20-Nov-15,Medinfi,Health-Tech platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000.0
2259,20-Nov-15,OUWT,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed Funding,150000.0
2260,20-Nov-15,HeyPillow,Online Real Estate Marketplace,,Bangalore,Hampton Capital,Private Equity,3000000.0
2261,21-Nov-15,Healers At Home,"Home Healthcare Services platform,",,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,
2262,21-Nov-15,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000.0
2263,21-Nov-15,Talkoot,Social platform for traders and investors,,Bangalore,Undisclosed investors,Seed Funding,100000.0
2264,23-Nov-15,RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,2000000.0
2265,23-Nov-15,Medikoe,Healthcare Services Discovery platform,,Bangalore,Anil Menon,Seed Funding,100000.0
2266,24-Nov-15,Stylofie,Health and Beauty Services Marketplace,,Gurgaon,Swastika,Seed Funding,250000.0
2267,24-Nov-15,ServX,Automotive Services platform,,New Delhi,Manish Gupta,Seed Funding,
2268,24-Nov-15,Naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000.0
2269,24-Nov-15,Crayon Data,Big Data Analytics Platform,,Gurugram,Ratan Tata,Private Equity,
2270,25-Nov-15,EarlySalary.com,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed Funding,1500000.0
2271,25-Nov-15,Tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000.0
2272,25-Nov-15,S Chand,Education Content Provider,,New Delhi,IFC Everstone Group,Private Equity,27000000.0
2273,26-Nov-15,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,
2274,26-Nov-15,GoQii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13400000.0
2275,26-Nov-15,Grofers,Hyper-local Grocery Delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120000000.0
2276,26-Nov-15,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000.0
2277,26-Nov-15,KountMoney,Online Lending Marketplace,,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,
2278,27-Nov-15,StayGlad,On Demand Beauty Services Platform,,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,
2279,27-Nov-15,JustRide,Self Driven Rental Car Platform,,Mumbai,,Private Equity,2000000.0
2280,27-Nov-15,Fastudent,Education Content etailer,,Noida,Ashish Gupta,Seed Funding,
2281,27-Nov-15,LearnOn,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,
2282,27-Nov-15,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Unigrowth Inc,Seed Funding,
2283,28-Nov-15,M-TAXI,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,
2284,30-Nov-15,Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,1450000.0
2285,30-Nov-15,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed Funding,540000.0
2286,30-Nov-15,MoMagic,Mobile Application Developer,,New Delhi,FIH Mobile Ltd,Private Equity,
2287,30-Nov-15,QikPod,Ecommerce Delivery locker services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9000000.0
2288,30-Nov-15,Butterfly Interactive,extra curricular activities marketplace app,,New Delhi,Undisclosed investors,Seed Funding,
2289,30-Nov-15,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Sargod Ventures,Seed Funding,
2290,01-Oct-15,Indifi,Easy Business Loans platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,
2291,01-Oct-15,Wydr,Performance based Wholesale Marketplace,,New Delhi,Sandeep Aggarwal,Seed Funding,
2292,01-Oct-15,EasyFix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed Funding,
2293,01-Oct-15,Muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000.0
2294,01-Oct-15,Abhibus,us ticketing and fleet management platform,,Hyderabad,Paytm (One97 communications),Private Equity,
2295,01-Oct-15,Cleartax,Online Income Tax Filing platform,,New Delhi,Paytm (One97 communications),Private Equity,
2296,02-Oct-15,Shopalyst,Product discovery & recommendation platform,,Bangalore,Kalaari Capital,Private Equity,2000000.0
2297,03-Oct-15,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,6000000.0
2298,05-Oct-15,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000.0
2299,05-Oct-15,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,15000000.0
2300,05-Oct-15,IndiaLends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000.0
2301,05-Oct-15,Rock N Shop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0
2302,06-Oct-15,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000.0
2303,06-Oct-15,WorkIndia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000.0
2304,06-Oct-15,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000.0
2305,06-Oct-15,SportyBeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed Funding,
2306,06-Oct-15,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000.0
2307,06-Oct-15,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000.0
2308,07-Oct-15,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.0
2309,07-Oct-15,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,
2310,07-Oct-15,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,20000000.0
2311,07-Oct-15,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,
2312,07-Oct-15,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,
2313,08-Oct-15,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000.0
2314,08-Oct-15,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000.0
2315,08-Oct-15,Mobikon,Hotel Mobile CRM Software platform,,Ghaziabad,"Life.SREDA, Qualgro",Private Equity,
2316,08-Oct-15,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000.0
2317,08-Oct-15,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0
2318,09-Oct-15,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,70000.0
2319,09-Oct-15,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,
2320,09-Oct-15,Cloud Lending,End-to-End Lending platform,,Faridabad,SF Capital Group,Private Equity,8000000.0
2321,09-Oct-15,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000.0
2322,09-Oct-15,WoNoBo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,
2323,09-Oct-15,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0
2324,09-Oct-15,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,77000.0
2325,12-Oct-15,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000.0
2326,12-Oct-15,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,
2327,12-Oct-15,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,
2328,12-Oct-15,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,100000.0
2329,12-Oct-15,Tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,
2330,12-Oct-15,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,
2331,13-Oct-15,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,1000000.0
2332,13-Oct-15,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000.0
2333,14-Oct-15,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,50000.0
2334,14-Oct-15,Gaana.com,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,
2335,14-Oct-15,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,77000.0
2336,14-Oct-15,GymTrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,
2337,15-Oct-15,Bounty App,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,
2338,16-Oct-15,Homers.in,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,
2339,16-Oct-15,mShipper,Crowdsourced Delivery platform,,New Delhi,Vijai Laxmi,Seed Funding,
2340,16-Oct-15,BolRealty,Real Estate Insights platform,,New Delhi,Manpreet Singh,Seed Funding,
2341,17-Oct-15,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,1000000.0
2342,19-Oct-15,LetsVenture,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,
2343,19-Oct-15,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000.0
2344,19-Oct-15,Holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed Funding,100000.0
2345,20-Oct-15,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,
2346,20-Oct-15,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000.0
2347,20-Oct-15,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000.0
2348,20-Oct-15,iChef.in,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,
2349,21-Oct-15,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Funding,
2350,21-Oct-15,AgentDesks,Real Estate Mobile CRM,,Meerut,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000.0
2351,21-Oct-15,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000.0
2352,21-Oct-15,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000.0
2353,21-Oct-15,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000.0
2354,21-Oct-15,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,
2355,23-Oct-15,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,150000.0
2356,23-Oct-15,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,150000.0
2357,23-Oct-15,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000.0
2358,23-Oct-15,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000.0
2359,26-Oct-15,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,5000000.0
2360,26-Oct-15,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000.0
2361,26-Oct-15,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,500000.0
2362,26-Oct-15,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000.0
2363,26-Oct-15,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000.0
2364,27-Oct-15,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,
2365,27-Oct-15,Happitoo,Location based Nightlife recommendation Platform,,Mumbai,Unnamed investor,Seed Funding,77000.0
2366,27-Oct-15,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,350000.0
2367,27-Oct-15,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000.0
2368,27-Oct-15,Simpli5d,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,
2369,28-Oct-15,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000.0
2370,28-Oct-15,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000.0
2371,28-Oct-15,UrDoorStep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,
2372,29-Oct-15,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Funding,
2373,29-Oct-15,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,
2374,29-Oct-15,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000.0
2375,30-Oct-15,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,
2376,30-Oct-15,Instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Funding,
2377,30-Oct-15,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000.0
2378,30-Oct-15,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000.0
2379,30-Oct-15,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,2000000.0
2380,30-Oct-15,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,230000.0
2381,30-Oct-15,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,80000.0
2382,31-Oct-15,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,10000000.0
2383,01-Sep-15,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0
2384,01-Sep-15,FXMartIndia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,
2385,01-Sep-15,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,1000000.0
2386,01-Sep-15,Luxuryhues,Luxury goods Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,900000.0
2387,02-Sep-15,HolaChef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,
